field	value	known_to_og_impkimmo
root	dys`pepsia	NO
root	dys`peptic	NO
root	dys`plasia	NO
root	dys`prosium	NO
root	`dystrophy	NO
root	each	NO
root	`eager	NO
root	`eagle	NO
root	`eardrum	NO
root	`earl	NO
root	`earlobe	NO
root	`early	NO
root	`earmark	NO
root	`earnest	NO
root	`earn	NO
root	`ear	NO
root	`earphone	NO
root	`earring	NO
root	`earthenware	NO
root	`earth	NO
root	`earthquake	NO
root	`earthshaking	NO
root	`earthworm	NO
root	`earwig	NO
root	`easel	NO
root	`ease	NO
root	`eastbound	NO
root	`easterly	NO
root	`easterner	NO
root	`eastern	NO
root	`Easter	NO
root	`east	NO
root	easy`going	NO
root	`easy	NO
root	`eat	NO
root	`eave	NO
root	`eavesdrop	NO
root	`ebb	NO
root	`ebony	NO
root	e`bullient	NO
root	ec`centric	NO
root	ecclesi`astic	NO
root	`echelon	NO
root	`echo	NO
root	e`clat	NO
root	ec`lectic	NO
root	e`clipse	NO
root	ec`lipse	NO
root	e`cology	NO
root	econo`metric	NO
root	e`conomy	NO
root	`ecosystem	NO
root	`ecstasy	NO
root	ec`static	NO
root	`Ecuador	NO
root	ecu`menicist	NO
root	ecu`menic	NO
root	`eczema	NO
root	`eddy	NO
root	`edelweiss	NO
root	e`dematous	NO
root	`Eden	NO
root	`Edgar	NO
root	`edge	NO
root	`edict	NO
root	`edifice	NO
root	`edify	NO
root	`Edinburgh	NO
root	`edit	NO
root	edi`torial	NO
root	`educate	NO
root	`Edward	NO
root	`Edwin	NO
root	`eel	NO
root	`eerie	NO
root	`eerily	NO
root	`e'er	NO
root	`eery	NO
root	`effable	NO
root	ef`face	NO
root	ef`fect	NO
root	ef`fectuate	NO
root	ef`feminate	NO
root	`efferent	NO
root	effer`vesce	NO
root	ef`fete	NO
root	`efficacy	NO
root	ef`ficient	NO
root	`effigy	NO
root	efflo`resce	NO
root	`effluent	NO
root	ef`fluvium	NO
root	`efflux	NO
root	`effort	NO
root	ef`fulgent	NO
root	ef`fuse	NO
root	egali`tarian	NO
root	`egghead	NO
root	`egg	NO
root	`eggplant	NO
root	`eggshell	NO
root	ego`centric	NO
root	`ego	NO
root	`egotism	NO
root	`egotist	NO
root	e`gregious	NO
root	`egress	NO
root	`egret	NO
root	`Egypt	NO
root	eh	NO
root	`eider	NO
root	`eigenfunction	NO
root	`eigenstate	NO
root	`eigenvalue	NO
root	`eigenvector	NO
root	eight`een	NO
root	`eighth	NO
root	`eight	NO
root	`eighty	NO
root	`einsteinium	NO
root	`Einstein	NO
root	`either	NO
root	e`jaculate	NO
root	e`ject	NO
root	`eke	NO
root	e`laborate	NO
root	e`lan	NO
root	e`lapse	NO
root	e`lastic	NO
root	e`lastomer	NO
root	e`late	NO
root	`elbow	NO
root	`elder	NO
root	`eldest	NO
root	`elect	NO
root	e`lect	NO
root	e`lectret	NO
root	e`lectric	NO
root	electro`cardiogram	NO
root	electro`cardiograph	NO
root	e`lectrocute	NO
root	e`lectrode	NO
root	electroen`cephalogram	NO
root	electroen`cephalograph	NO
root	electroencepha`lography	NO
root	elec`trolysis	NO
root	e`lectrolyte	NO
root	e`lectron	NO
root	electropho`resis	NO
root	elec`trophorus	NO
root	`elegant	NO
root	ele`giac	NO
root	`elegy	NO
root	ele`mentary	NO
root	`element	NO
root	`elephant	NO
root	`elevate	NO
root	e`leven	NO
root	`elfin	NO
root	`elf	NO
root	e`licit	NO
root	e`lide	NO
root	`eligible	NO
root	e`liminate	NO
root	e`lite	NO
root	E`lizabeth	NO
root	`elk	NO
root	el`lipse	NO
root	el`lipsis	NO
root	el`lipsoid	NO
root	ellip`someter	NO
root	el`liptic	NO
root	`ell	NO
root	`elm	NO
root	e`longate	NO
root	e`lope	NO
root	`eloquent	NO
root	`else	NO
root	`elsewhere	NO
root	`Elsie	NO
root	`eluate	NO
root	e`lucidate	NO
root	e`lude	NO
root	e`lusive	NO
root	e`lute	NO
root	e`lysian	NO
root	e`maciate	NO
root	`e-mail	NO
root	`email	NO
root	`emanate	NO
root	e`mancipate	NO
root	e`masculate	NO
root	em`balm	NO
root	em`bargo	NO
root	em`bark	NO
root	em`barrass	NO
root	`embassy	NO
root	em`bed	NO
root	em`bellish	NO
root	`ember	NO
root	em`bezzle	NO
root	emble`matic	NO
root	`emblem	NO
root	em`boss	NO
root	`embouchure	NO
root	em`bower	NO
root	em`brace	NO
root	em`broider	NO
root	em`broil	NO
root	embry`onic	NO
root	`embryo	NO
root	em`cee	NO
root	e`mendable	NO
root	e`mend	NO
root	`emerald	NO
root	e`mergency	NO
root	e`merge	NO
root	e`meritus	NO
root	`emigrant	NO
root	`emigrate	NO
root	eminence-grise	NO
root	eminences-grises	NO
root	`eminent	NO
root	e`mir	NO
root	`emissary	NO
root	emis`sivity	NO
root	e`mit	NO
root	`emmy	NO
root	e`molument	NO
root	e`motion	NO
root	`empathy	NO
root	`emperor	NO
root	`emphasize	NO
root	em`phatic	NO
root	emphy`sema	NO
root	emphy`sematous	NO
root	`empire	NO
root	em`piric	NO
root	em`ploy	NO
root	em`porium	NO
root	`empty	NO
root	`emulate	NO
root	e`mulsify	NO
root	e`mulsion	NO
root	e`namel	NO
root	en`amor	NO
root	en`amour	NO
root	encepha`litis	NO
root	en`chant	NO
root	`enclave	NO
root	en`close	NO
root	en`comium	NO
root	en`compass	NO
root	`encore	NO
root	en`counter	NO
root	en`croach	NO
root	en`crypt	NO
root	en`cumber	NO
root	en`cyclical	NO
root	encyclo`pedia	NO
root	encyclo`pedic	NO
root	en`deavor	NO
root	en`deavour	NO
root	en`demic	NO
root	`endgame	NO
root	`end	NO
root	en`dogamous	NO
root	en`dogamy	NO
root	en`dogenous	NO
root	en`dorse	NO
root	`endosperm	NO
root	endo`thelial	NO
root	endo`thermic	NO
root	en`dow	NO
root	`endpoint	NO
root	en`due	NO
root	en`dure	NO
root	`enema	NO
root	`enemy	NO
root	`energy	NO
root	`enervate	NO
root	en`fant	NO
root	enfant-terrible	NO
root	en`gage	NO
root	en`gender	NO
root	`engine	NO
root	`England	NO
root	`English	NO
root	en`grave	NO
root	en`gross	NO
root	en`gulf	NO
root	en`hance	NO
root	e`nigma	NO
root	en`joinder	NO
root	en`join	NO
root	en`list	NO
root	en-masse	NO
root	`enmity	NO
root	en`nui	NO
root	e`normity	NO
root	e`normous	NO
root	e`nough	NO
root	en`quire	NO
root	`enquiry	NO
root	en`roll	NO
root	en`route	NO
root	en`sanguine	NO
root	en`sconce	NO
root	en`semble	NO
root	`ensign	NO
root	en`sue	NO
root	en`tail	NO
root	en`tendre	NO
root	`enter	NO
root	`enterprise	NO
root	`enterprising	NO
root	enter`tain	NO
root	`enthalpy	NO
root	en`thrall	NO
root	en`thusiasm	NO
root	en`thusiast	NO
root	en`tice	NO
root	en`tire	NO
root	`entity	NO
root	ento`mology	NO
root	`entourage	NO
root	`entrails	NO
root	`entranceway	NO
root	en`treat	NO
root	en`treaty	NO
root	entrepre`neur	NO
root	`entropy	NO
root	e`numerate	NO
root	e`nunciate	NO
root	`envelope	NO
root	en`velop	NO
root	en`vironment	NO
root	en`viron	NO
root	en`visage	NO
root	`envoy	NO
root	`envy	NO
root	`enzyme	NO
root	enzy`mology	NO
root	eo`hippus	NO
root	`eosine	NO
root	epau`let	NO
root	e`phemeral	NO
root	e`phemeris	NO
root	`Ephesus	NO
root	`epicene	NO
root	`epic	NO
root	`epicure	NO
root	epi`demic	NO
root	epidemi`ology	NO
root	epi`dermic	NO
root	epi`dermis	NO
root	epige`netic	NO
root	epigram`matic	NO
root	`epigram	NO
root	`epigraph	NO
root	epi`leptic	NO
root	`epilog	NO
root	`epilogue	NO
root	e`piphany	NO
root	E`piphany	NO
root	epi`physeal	NO
root	e`piphysis	NO
root	e`piscopal	NO
root	e`piscopate	NO
root	`episode	NO
root	episte`mology	NO
root	e`pistle	NO
root	e`pistolatory	NO
root	`epitaph	NO
root	`epitaxy	NO
root	epi`thelial	NO
root	epi`thelium	NO
root	`epithet	NO
root	e`pitome	NO
root	`epoch	NO
root	`eponym	NO
root	e`ponymy	NO
root	e`poxy	NO
root	`epsilon	NO
root	`equable	NO
root	`equal	NO
root	equa`nimity	NO
root	e`quate	NO
root	e`quator	NO
root	e`questrian	NO
root	equi`distant	NO
root	equi`lateral	NO
root	e`quilibrate	NO
root	equi`librium	NO
root	`equine	NO
root	`equinox	NO
root	e`quip	NO
root	`equipoise	NO
root	equi`potent	NO
root	`equitable	NO
root	equi`tation	NO
root	`equity	NO
root	`e`quivalent	NO
root	e`quivalent	NO
root	e`quivocal	NO
root	e`quivocate	NO
root	e`radicate	NO
root	`era	NO
root	e`rase	NO
root	`erbium	NO
root	e`rect	NO
root	`ere	NO
root	`erg	NO
root	er`godic	NO
root	`ergo	NO
root	`ermine	NO
root	e`rode	NO
root	e`rotica	NO
root	e`rotic	NO
root	`errand	NO
root	`errant	NO
root	`errantry	NO
root	er`ratic	NO
root	er`ratum	NO
root	`err	NO
root	er`roneous	NO
root	`error	NO
root	er`satz	NO
root	`erstwhile	NO
root	`erudite	NO
root	e`rudite	NO
root	e`rupt	NO
root	`escalate	NO
root	`escapade	NO
root	es`cape	NO
root	es`cheat	NO
root	es`chew	NO
root	`escort	NO
root	es`cort	NO
root	`escritoire	NO
root	`escrow	NO
root	es`cutcheon	NO
root	`Eskimo	NO
root	e`sophagus	NO
root	eso`teric	NO
root	es`pecial	NO
root	`espionage	NO
root	`esplanade	NO
root	es`pouse	NO
root	esprit-de-corps	NO
root	es`prit	NO
root	es`py	NO
root	`esquire	NO
root	`essay	NO
root	es`say	NO
root	`essence	NO
root	es`sential	NO
root	`Essex	NO
root	es`tablish	NO
root	es`tate	NO
root	es`teem	NO
root	`ester	NO
root	`estimate	NO
root	Es`tonia	NO
root	es`top	NO
root	es`toppal	NO
root	es`trange	NO
root	`estuary	NO
root	`eta	NO
root	et-cetera	NO
root	`etch	NO
root	e`ternal	NO
root	e`ternity	NO
root	`ethane	NO
root	`ethanol	NO
root	e`thereal	NO
root	`ether	NO
root	`ethic	NO
root	Ethi`opia	NO
root	`ethnic	NO
root	eth`nography	NO
root	ethnolin`guistic	NO
root	eth`nology	NO
root	e`thology	NO
root	`ethos	NO
root	`ethylene	NO
root	`ethyl	NO
root	`etiolate	NO
root	eti`ology	NO
root	`etiquette	NO
root	`etude	NO
root	ety`mology	NO
root	euca`lyptus	NO
root	`eucharist	NO
root	`Euclid	NO
root	eu`genic	NO
root	`eulogy	NO
root	`eunuch	NO
root	`euphemism	NO
root	euphe`mistic	NO
root	eu`phorbia	NO
root	eu`phoria	NO
root	eu`phoric	NO
root	Eu`phrates	NO
root	Eu`rasia	NO
root	eu`reka	NO
root	`Europe	NO
root	eu`ropium	NO
root	eu`tectic	NO
root	eutha`nasia	NO
root	e`vacuate	NO
root	e`vade	NO
root	e`valuate	NO
root	evan`esce	NO
root	eva`nescent	NO
root	e`vangel	NO
root	e`vaporate	NO
root	`evening	NO
root	`even	NO
root	`eve	NO
root	`evensong	NO
root	`eventide	NO
root	e`vent	NO
root	e`ventual	NO
root	e`ventuate	NO
root	`Everglades	NO
root	`evergreen	NO
root	ever`lasting	NO
root	ever`more	NO
root	`ever	NO
root	`everybody	NO
root	`everyday	NO
root	`everyman	NO
root	`every	NO
root	`everyone	NO
root	`everyplace	NO
root	`everything	NO
root	`everyway	NO
root	`everywhere	NO
root	e`vict	NO
root	`evidence	NO
root	`evident	NO
root	`evildoer	NO
root	`evil	NO
root	e`vince	NO
root	`evitable	NO
root	e`voke	NO
root	e`volve	NO
root	`evzone	NO
root	`ewe	NO
root	`ewer	NO
root	ex`acerbate	NO
root	ex`actitude	NO
root	ex`act	NO
root	ex`aggerate	NO
root	ex`alt	NO
root	ex`amine	NO
root	ex`am	NO
root	ex`ample	NO
root	ex`asperate	NO
root	`excavate	NO
root	ex`ceed	NO
root	`excellent	NO
root	ex`cel	NO
root	ex`celsior	NO
root	ex`cept	NO
root	`excerpt	NO
root	`excess	NO
root	ex`change	NO
root	ex`chequer	NO
root	ex`cise	NO
root	ex`cite	NO
root	`exciton	NO
root	ex`claim	NO
root	ex`clude	NO
root	excom`municate	NO
root	ex`coriate	NO
root	ex`crescent	NO
root	ex`crete	NO
root	ex`cruciate	NO
root	ex`culpate	NO
root	ex`cursion	NO
root	ex`cursus	NO
root	ex`cuse	NO
root	`execrable	NO
root	`execrate	NO
root	`execute	NO
root	ex`ecutive	NO
root	ex`ecutor	NO
root	ex`ecutrix	NO
root	exe`gesis	NO
root	`exegete	NO
root	ex`emplar	NO
root	ex`empt	NO
root	`exercise	NO
root	ex`ert	NO
root	ex`hale	NO
root	ex`haust	NO
root	ex`hibit	NO
root	ex`hilarate	NO
root	ex`hort	NO
root	ex`hume	NO
root	`exigent	NO
root	`exile	NO
root	ex`ist	NO
root	`exit	NO
root	`ex	NO
root	`exodus	NO
root	ex-officio	NO
root	ex`ogamous	NO
root	ex`ogamy	NO
root	ex`ogenous	NO
root	ex`onerate	NO
root	ex`orbitant	NO
root	`exorcise	NO
root	`exorcism	NO
root	exo`thermic	NO
root	ex`otica	NO
root	ex`otic	NO
root	ex`pand	NO
root	ex`panse	NO
root	ex`patiate	NO
root	ex`patriate	NO
root	ex`pect	NO
root	ex`pectorant	NO
root	ex`pectorate	NO
root	ex`pedient	NO
root	`expedite	NO
root	expe`dition	NO
root	ex`pell	NO
root	ex`pel	NO
root	ex`pend	NO
root	ex`pense	NO
root	ex`perience	NO
root	ex`periment	NO
root	exper`tise	NO
root	`expert	NO
root	`expiable	NO
root	`expiate	NO
root	ex`pire	NO
root	ex`plain	NO
root	`expletive	NO
root	`explicate	NO
root	ex`plicit	NO
root	ex`plode	NO
root	`exploit	NO
root	ex`ploit	NO
root	ex`plore	NO
root	`exponent	NO
root	ex`ponent	NO
root	`expo	NO
root	`export	NO
root	ex`port	NO
root	ex`pose	NO
root	ex`posit	NO
root	ex-post-facto	NO
root	ex`pound	NO
root	ex`press	NO
root	ex`pressway	NO
root	ex`propriate	NO
root	ex`punge	NO
root	`expurgate	NO
root	ex`quisite	NO
root	ex`sanguinate	NO
root	`extant	NO
root	extempo`raneous	NO
root	ex`tempore	NO
root	ex`tend	NO
root	ex`tensor	NO
root	ex`tent	NO
root	ex`tenuate	NO
root	ex`terior	NO
root	ex`terminate	NO
root	ex`ternal	NO
root	ex`tinct	NO
root	ex`tinguish	NO
root	`extirpate	NO
root	ex`tol	NO
root	ex`tort	NO
root	`extract	NO
root	ex`tract	NO
root	`extradite	NO
root	extra`mural	NO
root	ex`traneous	NO
root	`extra	NO
root	ex`trapolate	NO
root	ex`travagant	NO
root	extrava`ganza	NO
root	ex`treme	NO
root	ex`tremum	NO
root	`extricate	NO
root	ex`trinsic	NO
root	`extrovert	NO
root	ex`trude	NO
root	ex`uberant	NO
root	ex`ude	NO
root	ex`ult	NO
root	`eyeball	NO
root	`eyebrow	NO
root	`eyeglass	NO
root	`eyelash	NO
root	`eyelid	NO
root	`eye	NO
root	`eyepiece	NO
root	`eyesight	NO
root	`eyesore	NO
root	eye`witness	NO
root	`eyrie	NO
root	`fable	NO
root	`fabricate	NO
root	`fabric	NO
root	`fabulous	NO
root	fa`cade	NO
root	`face	NO
root	`faceplate	NO
root	fa`cetious	NO
root	`facet	NO
root	`facile	NO
root	fa`cilitate	NO
root	fac`simile	NO
root	`faction	NO
root	`factious	NO
root	`fact	NO
root	`factor	NO
root	`factory	NO
root	`facultative	NO
root	`faculty	NO
root	`fade	NO
root	`fadeout	NO
root	`fad	NO
root	`faery	NO
root	`fag	NO
root	`fahrenheit	NO
root	`fail	NO
root	`failsafe	NO
root	`failsoft	NO
root	`fain	NO
root	`faint	NO
root	`fairgoer	NO
root	`fair	NO
root	`fairway	NO
root	`fairy	NO
root	`fairytale	NO
root	fait-accompli	NO
root	`faith	NO
root	fa`jita	NO
root	`fake	NO
root	`falcon	NO
root	`fallacy	NO
root	`fallible	NO
root	`fall	NO
root	`falloff	NO
root	fal`lopian	NO
root	`fallout	NO
root	`fallow	NO
root	`false	NO
root	`falter	NO
root	`fame	NO
root	fa`miliar	NO
root	`family	NO
root	`famine	NO
root	`famish	NO
root	fa`natic	NO
root	`fancy	NO
root	`fanfare	NO
root	`fanfold	NO
root	`fang	NO
root	`fan	NO
root	`fanout	NO
root	fan`tastic	NO
root	`fantasy	NO
root	`fantod	NO
root	`farad	NO
root	`farce	NO
root	`fare	NO
root	fare`well	NO
root	`Fargo	NO
root	fa`rina	NO
root	`farmhouse	NO
root	`farmland	NO
root	`farm	NO
root	`farmyard	NO
root	`far	NO
root	`faro	NO
root	far`rago	NO
root	`farrow	NO
root	`farthing	NO
root	`fascicle	NO
root	fas`cicular	NO
root	fas`ciculus	NO
root	`fascinate	NO
root	`fascism	NO
root	`fascist	NO
root	`fashion	NO
root	fas`tidious	NO
root	`fast	NO
root	`fatal	NO
root	`fate	NO
root	`father	NO
root	`fathom	NO
root	fa`tigue	NO
root	`fat	NO
root	`fatuous	NO
root	`faucet	NO
root	`fault	NO
root	`fauna	NO
root	`faun	NO
root	faux-pas	NO
root	`favorite	NO
root	`favor	NO
root	`favourite	NO
root	`favour	NO
root	`fawn	NO
root	`fax	NO
root	`faze	NO
root	`fealty	NO
root	`fear	NO
root	`feasible	NO
root	`feast	NO
root	`featherbed	NO
root	`featherbrain	NO
root	`feather	NO
root	`featherweight	NO
root	`feat	NO
root	`feature	NO
root	`febrile	NO
root	`February	NO
root	`feckless	NO
root	`fecund	NO
root	`federal	NO
root	`federate	NO
root	`feeble	NO
root	`feedback	NO
root	`feed	NO
root	`feel	NO
root	`fee	NO
root	`feign	NO
root	`feint	NO
root	`feldspar	NO
root	fe`licity	NO
root	`feline	NO
root	`fell	NO
root	`fellow	NO
root	`felon	NO
root	`felony	NO
root	`female	NO
root	`feminine	NO
root	`femur	NO
root	`fence	NO
root	`fencepost	NO
root	`fend	NO
root	`fennel	NO
root	`fenugreek	NO
root	`ferment	NO
root	fer`ment	NO
root	`fermion	NO
root	`fermium	NO
root	`fern	NO
root	fe`rocious	NO
root	fe`rocity	NO
root	`ferret	NO
root	`ferric	NO
root	`ferris	NO
root	`ferrite	NO
root	ferroe`lectric	NO
root	`ferromagnet	NO
root	`ferrous	NO
root	fer`ruginous	NO
root	`ferrule	NO
root	`ferry	NO
root	`fertile	NO
root	`ferule	NO
root	`fervent	NO
root	`fervor	NO
root	`fervour	NO
root	`fescue	NO
root	`festival	NO
root	`festive	NO
root	`fest	NO
root	fes`toon	NO
root	`fetal	NO
root	`fetch	NO
root	`fete	NO
root	`fetid	NO
root	`fetish	NO
root	`fetter	NO
root	`fettle	NO
root	`fetus	NO
root	`feudal	NO
root	`feudatory	NO
root	`feud	NO
root	`fever	NO
root	`few	NO
root	few	NO
root	`fez	NO
root	fi`ancee	NO
root	fi`ance	NO
root	fi`asco	NO
root	`fiat	NO
root	`fiberboard	NO
root	`fiber	NO
root	`fib	NO
root	`fibre	NO
root	`fibrin	NO
root	fi`brosis	NO
root	`fiche	NO
root	`fickle	NO
root	`fiction	NO
root	fic`titious	NO
root	`fiddle	NO
root	`fiddlestick	NO
root	fi`delity	NO
root	`fide	NO
root	`fidget	NO
root	fi`ducial	NO
root	fi`duciary	NO
root	`fief	NO
root	`field	NO
root	`fieldstone	NO
root	`fieldwork	NO
root	`fiend	NO
root	`fierce	NO
root	fi`esta	NO
root	`fife	NO
root	fif`teen	NO
root	`fifth	NO
root	`fifty	NO
root	`fight	NO
root	`fig	NO
root	`figure	NO
root	figu`rine	NO
root	`Fiji	NO
root	`filament	NO
root	`filbert	NO
root	`filch	NO
root	`filename	NO
root	`file	NO
root	fi`let	NO
root	`filial	NO
root	`filibuster	NO
root	`filigree	NO
root	Fili`pina	NO
root	Fili`pino	NO
root	fil`let	NO
root	`fillip	NO
root	`fill	NO
root	`filly	NO
root	`filmmake	NO
root	`film	NO
root	`filmstrip	NO
root	`filter	NO
root	`filth	NO
root	`filtrate	NO
root	fi`nale	NO
root	`final	NO
root	`finance	NO
root	`finch	NO
root	`find	NO
root	`fine	NO
root	fi`nesse	NO
root	`fingernail	NO
root	`finger	NO
root	`fingerprint	NO
root	`fingertip	NO
root	`finial	NO
root	`finicky	NO
root	`finish	NO
root	`finite	NO
root	`finitude	NO
root	`fink	NO
root	`Finland	NO
root	`Finn	NO
root	`fin	NO
root	`firearm	NO
root	`fireboat	NO
root	`firebreak	NO
root	`firebug	NO
root	`firecracker	NO
root	`firefight	NO
root	`firefly	NO
root	`firehouse	NO
root	`firelight	NO
root	`fire	NO
root	`fireplace	NO
root	`firepower	NO
root	`fireproof	NO
root	`fireside	NO
root	`firestorm	NO
root	`firewall	NO
root	`firewood	NO
root	`firework	NO
root	`firkin	NO
root	`firmament	NO
root	`firm	NO
root	`firmware	NO
root	`fir	NO
root	`firstborn	NO
root	`firstfruit	NO
root	`firsthand	NO
root	`first	NO
root	`fiscal	NO
root	`fisherman	NO
root	`fishmonger	NO
root	`fishnet	NO
root	`fish	NO
root	`fishpond	NO
root	`fissile	NO
root	`fission	NO
root	`fissure	NO
root	`fisticuff	NO
root	`fist	NO
root	`fit	NO
root	`five	NO
root	`fixate	NO
root	`fixings	NO
root	`fix	NO
root	`fixture	NO
root	`fizzle	NO
root	`fizz	NO
root	`fjord	NO
root	`flabbergast	NO
root	`flab	NO
root	`flack	NO
root	`flagellate	NO
root	flageo`let	NO
root	`flag	NO
root	`flagpole	NO
root	`flagrant	NO
root	`flagstone	NO
root	`flail	NO
root	`flair	NO
root	`flake	NO
root	`flak	NO
root	flam`boyant	NO
root	`flame	NO
root	fla`mingo	NO
root	`flam	NO
root	`flange	NO
root	`flank	NO
root	`flannel	NO
root	`flannels	NO
root	`flap	NO
root	`flappable	NO
root	`flapper	NO
root	`flare	NO
root	`flareup	NO
root	`flashback	NO
root	`flashlight	NO
root	`flash	NO
root	`flask	NO
root	`flatbed	NO
root	`flathead	NO
root	`flatiron	NO
root	`flatland	NO
root	`flat	NO
root	`flatter	NO
root	`flatus	NO
root	`flatware	NO
root	`flatworm	NO
root	`flaunt	NO
root	`flavor	NO
root	`flavour	NO
root	`flaw	NO
root	`flax	NO
root	`flaxseed	NO
root	`fleabane	NO
root	`flea	NO
root	`fleck	NO
root	`fledge	NO
root	`fleece	NO
root	`flee	NO
root	`fleet	NO
root	`Flemish	NO
root	`flesh	NO
root	`fletch	NO
root	`flex	NO
root	`flexure	NO
root	`flicker	NO
root	`flick	NO
root	`flight	NO
root	`flightpath	NO
root	`flimsy	NO
root	`flinch	NO
root	`fling	NO
root	`flintlock	NO
root	`flint	NO
root	`flipflop	NO
root	`flip	NO
root	`flippant	NO
root	`flipper	NO
root	`flirt	NO
root	`flit	NO
root	`float	NO
root	`flocculate	NO
root	`flock	NO
root	`floc	NO
root	`floe	NO
root	`flog	NO
root	`floodgate	NO
root	`floodlight	NO
root	`floodlit	NO
root	`flood	NO
root	`floorboard	NO
root	`floor	NO
root	`flop	NO
root	`flora	NO
root	`Florence	NO
root	`Florida	NO
root	`florid	NO
root	`florin	NO
root	`floss	NO
root	flo`tilla	NO
root	`flounce	NO
root	`flounder	NO
root	`flourish	NO
root	`flour	NO
root	`flout	NO
root	`flowchart	NO
root	`flower	NO
root	`flowerpot	NO
root	`flow	NO
root	`flub	NO
root	`fluctuate	NO
root	`flue	NO
root	`fluent	NO
root	`fluff	NO
root	`fluid	NO
root	`fluke	NO
root	`flume	NO
root	`flunk	NO
root	`flu	NO
root	`fluorescein	NO
root	fluo`resce	NO
root	`fluoride	NO
root	`fluorine	NO
root	`fluorite	NO
root	`fluorocarbon	NO
root	`fluorspar	NO
root	`flurry	NO
root	`flush	NO
root	`fluster	NO
root	`flute	NO
root	`flutter	NO
root	`fluvial	NO
root	`flux	NO
root	`flyby	NO
root	`flycatcher	NO
root	`fly	NO
root	`flyway	NO
root	`foal	NO
root	`foam	NO
root	`fob	NO
root	`focal	NO
root	`focus	NO
root	`fodder	NO
root	`foe	NO
root	`foetal	NO
root	`foetid	NO
root	`foetus	NO
root	`fog	NO
root	`fogy	NO
root	`foible	NO
root	`foil	NO
root	`foist	NO
root	`fold	NO
root	`foldout	NO
root	`foliage	NO
root	`foliate	NO
root	`folio	NO
root	`folklore	NO
root	`folk	NO
root	`folksong	NO
root	`folktale	NO
root	`follicle	NO
root	fol`licular	NO
root	`follow	NO
root	`folly	NO
root	`foment	NO
root	`fondle	NO
root	`fond	NO
root	`font	NO
root	`food	NO
root	`foodstuff	NO
root	`foolhardy	NO
root	`fool	NO
root	`foolproof	NO
root	`football	NO
root	`footbridge	NO
root	`footfall	NO
root	`foothill	NO
root	`foothold	NO
root	`footman	NO
root	`foot	NO
root	`footnote	NO
root	`footpad	NO
root	`footpath	NO
root	`footprint	NO
root	`footstep	NO
root	`footstool	NO
root	`footwear	NO
root	`footwork	NO
root	`fop	NO
root	`forage	NO
root	`forasmuch	NO
root	`foray	NO
root	for`bear	NO
root	for`bid	NO
root	`force	NO
root	`forceps	NO
root	`ford	NO
root	fore`bode	NO
root	`forecast	NO
root	`foreign	NO
root	`foremost	NO
root	`fore	NO
root	fo`rensic	NO
root	fore`see	NO
root	`forest	NO
root	fore`tell	NO
root	for`ever	NO
root	`forfeit	NO
root	`forfend	NO
root	`forge	NO
root	for`get	NO
root	for`give	NO
root	for`going	NO
root	for`go	NO
root	`forklift	NO
root	`fork	NO
root	for`lorn	NO
root	for`maldehyde	NO
root	`formal	NO
root	`formant	NO
root	`formate	NO
root	`format	NO
root	`former	NO
root	`formic	NO
root	for`midable	NO
root	`form	NO
root	For`mosa	NO
root	`formula	NO
root	`formulate	NO
root	`fornicate	NO
root	for	NO
root	for`sake	NO
root	for`swear	NO
root	`forte	NO
root	forth`coming	NO
root	`forth	NO
root	`forthright	NO
root	forth`with	NO
root	`fortify	NO
root	`fortitude	NO
root	`fortnight	NO
root	`fort	NO
root	`fortress	NO
root	for`tuitous	NO
root	`fortune	NO
root	`forty	NO
root	`forum	NO
root	`forward	NO
root	`forwards	NO
root	fossi`liferous	NO
root	`fossil	NO
root	`foster	NO
root	`foul	NO
root	`founder	NO
root	`foundling	NO
root	`found	NO
root	`foundry	NO
root	`fountainhead	NO
root	`fountain	NO
root	`fount	NO
root	`four	NO
root	`foursquare	NO
root	four`teen	NO
root	`fovea	NO
root	`fowl	NO
root	`foxglove	NO
root	`foxhole	NO
root	`foxhound	NO
root	`fox	NO
